CGAIdent,HUKSegment
1001614,Clubland
1001616,Night Club
1001617,Casual Dining
1001618,Clubland
1001620,Restaurants
1001621,Hotel
1001622,Night Club
1001623,Clubland
1001624,Restaurants
1001625,Restaurants
1001626,GPGF
1001627,Large Venue
1001629,Restaurants
1001631,Large Venue
1001634,Large Venue
1001635,Restaurants
1001636,Restaurants
1001637,Restaurants
1001638,Restaurants
1001639,Restaurants
1001643,Large Venue
1001644,Restaurants
1001645,Casual Dining
1001646,Sports Clubs
1001647,Large Venue
1001648,Large Venue
1001649,Restaurants
1001650,Sports Clubs
1001651,High Street Pub
1001652,Restaurants
1001653,Restaurants
1001654,Restaurants
1001656,Restaurants
1001659,Restaurants
1001661,Large Venue
1001662,Restaurants
1001663,Restaurants
1001664,High Street Pub
1001665,Restaurants
1001666,Clubland
1001667,Family Pub Dining
1001668,Restaurants
1001670,Restaurants
1001671,Restaurants
1001674,Restaurants
1001675,Restaurants
1001676,Clubland
1001678,Restaurants
1001680,Restaurants
1001681,Restaurants
1001682,Restaurants
1001685,Casual Dining
1001686,Casual Dining
1001687,Family Pub Dining
1001688,Large Venue
1001689,Hotel
1001690,Restaurants
1001692,Restaurants
1001693,Restaurants
1001695,Restaurants
1001696,Restaurants
1001698,Restaurants
1001700,Restaurants
1001701,Large Venue
1001704,Restaurants
1001708,Restaurants
1001710,Clubland
1001714,Clubland
1001715,Restaurants
1001716,Large Venue
1001717,Restaurants
1001718,Large Venue
1001723,Restaurants
1001724,Restaurants
1001725,Restaurants
1001726,Restaurants
1001728,Restaurants
1001729,Hotel
1001730,Hotel
1001731,Clubland
1001732,Clubland
1001734,Restaurants
1001735,Restaurants
1001738,Restaurants
1001739,Restaurants
1001740,Restaurants
1001742,ABOS
1001743,Clubland
1001744,Large Venue
1001747,Restaurants
1001748,Restaurants
1001752,Sports Clubs
1001757,Clubland
1001758,Large Venue
1001759,Restaurants
1001760,Restaurants
1001761,Sports Clubs
1001764,Large Venue
1001765,Casual Dining
1001766,ABOS
1001768,Restaurants
1001769,High Street Pub
1001771,Restaurants
1001772,Restaurants
1001774,Restaurants
1001775,Restaurants
1001776,Restaurants
1001777,Restaurants
1001779,Restaurants
1001782,High Street Pub
1001784,Restaurants
1001785,Restaurants
1001787,Restaurants
1001788,High Street Pub
1001789,Restaurants
1001791,Restaurants
1001792,Clubland
1001793,Restaurants
1001794,Casual Dining
1001796,Restaurants
1001797,Restaurants
1001798,Large Venue
1001801,Restaurants
1001802,Restaurants
1001806,Restaurants
1001811,Hotel
1001816,Restaurants
1001817,ABOS
1001818,Restaurants
1001819,Restaurants
1001824,Restaurants
1001825,Sports Clubs
1001826,Sports Clubs
1001827,Restaurants
1001831,Restaurants
1001832,Restaurants
1001833,Restaurants
1001835,Restaurants
1001836,Restaurants
1001838,Restaurants
1001839,Clubland
1001840,Clubland
1001841,Restaurants
1001842,Restaurants
1001844,Restaurants
1001845,Restaurants
1001846,Restaurants
1001847,Restaurants
1001848,Restaurants
1001849,Restaurants
1001851,Restaurants
1001852,Restaurants
1001853,Large Venue
1001854,Casual Dining
1001855,Clubland
1001856,Restaurants
1001859,Restaurants
1001862,Restaurants
1001864,Restaurants
1001866,Restaurants
1001868,Restaurants
1001869,Restaurants
1001871,Restaurants
1001876,Restaurants
1001877,Restaurants
1001879,Restaurants
1001884,Restaurants
1001885,Restaurants
1001892,Casual Dining
1001894,Restaurants
1001895,High Street Pub
1001896,Restaurants
1001898,Restaurants
1001899,Casual Dining
1001906,Hotel
1001907,Restaurants
1001908,Restaurants
1001910,Restaurants
1001912,Restaurants
1001913,Restaurants
1001914,Restaurants
1001916,ABOS
1001917,Night Club
1001918,Casual Dining
1001919,Casual Dining
1001920,Clubland
1001922,Large Venue
1001923,Restaurants
1001924,Restaurants
1001925,Large Venue
1001927,Restaurants
1001931,Restaurants
1001932,Restaurants
1001933,Restaurants
1001936,Restaurants
1001938,Casual Dining
1001942,Clubland
1001943,Casual Dining
1001946,Restaurants
1001947,Restaurants
1001948,Restaurants
1001949,Restaurants
1001950,Casual Dining
1001953,Restaurants
1001956,Restaurants
1001957,Restaurants
1001960,Restaurants
1001963,Casual Dining
1001964,Restaurants
1001965,Restaurants
1001966,Restaurants
1001967,Restaurants
1001968,Large Venue
1001969,Restaurants
1001970,Restaurants
1001973,High Street Pub
1001976,Large Venue
1001977,Restaurants
1001979,Large Venue
1001981,Restaurants
1001982,Casual Dining
1001985,ABOS
1001986,Restaurants
1001987,Premium Local
1001991,Clubland
1001996,Clubland
1001997,Clubland
1001999,Restaurants
1002002,Clubland
1002003,High Street Pub
1002005,High Street Pub
1002006,Sports Clubs
1002008,Large Venue
1002011,Casual Dining
1002016,Restaurants
1002017,Restaurants
1002018,Restaurants
1002019,Restaurants
1002020,Restaurants
1002021,Restaurants
1002023,Restaurants
1002028,Circuit Bar
1002031,Sports Clubs
1002032,Casual Dining
1002035,Large Venue
1002037,Clubland
1002038,Restaurants
1002040,Restaurants
1002041,High Street Pub
1002046,Restaurants
1002049,ABOS
1002056,Restaurants
1002057,Restaurants
1002061,Sports Clubs
1002062,Restaurants
1002063,Restaurants
1002064,High Street Pub
1002066,Family Pub Dining
1002067,Restaurants
1002068,Family Pub Dining
1002069,Family Pub Dining
1002070,Hotel
1002071,Family Pub Dining
1002072,Restaurants
1002074,Restaurants
1002076,Restaurants
1002077,Restaurants
1002079,Restaurants
1002080,Restaurants
1002081,Restaurants
1002082,Clubland
1002085,Casual Dining
1002087,Restaurants
1002092,Restaurants
1002093,Casual Dining
1002095,Casual Dining
1002098,Restaurants
1002101,Restaurants
1002102,Restaurants
1002103,Restaurants
1002104,Restaurants
1002106,Sports Clubs
1002107,High Street Pub
1002108,Restaurants
1002110,Large Venue
1002111,Restaurants
1002116,Hotel
1002117,Restaurants
1002118,Restaurants
1002120,Clubland
1002121,High Street Pub
1002122,Large Venue
1002123,High Street Pub
1002124,Restaurants
1002126,Restaurants
1002130,Hotel
1002133,Hotel
1002137,Casual Dining
1002138,Restaurants
1002139,Restaurants
1002142,Restaurants
1002143,Night Club
1002146,Restaurants
1002147,Restaurants
1002148,Restaurants
1002150,Restaurants
1002151,High Street Pub
1002154,Restaurants
1002157,High Street Pub
1002158,Restaurants
1002159,High Street Pub
1002161,Restaurants
1002162,Large Venue
1002163,Restaurants
1002164,Restaurants
1002167,Restaurants
1002170,Restaurants
1002172,Hotel
1002173,Restaurants
1002174,Casual Dining
1002175,Large Venue
1002176,Casual Dining
1002178,High Street Pub
1002179,Restaurants
1002182,Restaurants
1002183,High Street Pub
1002184,Restaurants
1002185,Large Venue
1002186,Restaurants
1002188,Restaurants
1002189,Restaurants
1002190,Restaurants
1002191,High Street Pub
1002192,Restaurants
1002193,ABOS
1002194,ABOS
1002196,Restaurants
1002197,Large Venue
1002199,Casual Dining
1002200,High Street Pub
1002201,Clubland
1002204,Hotel
1002205,Clubland
1002206,Restaurants
1002208,Restaurants
1002210,Restaurants
1002211,Casual Dining
1002213,Restaurants
1002214,Restaurants
1002216,Clubland
1002219,Restaurants
1002220,Casual Dining
1002221,High Street Pub
1002222,Restaurants
1002224,Restaurants
1002225,Restaurants
1002228,Restaurants
1002229,Restaurants
1002230,Restaurants
1002231,Restaurants
1002232,Sports Clubs
1002233,Restaurants
1002234,Large Venue
1002237,Restaurants
1002238,Restaurants
1002239,Restaurants
1002240,Restaurants
1002241,Large Venue
1002242,Restaurants
1002245,Restaurants
1002246,Restaurants
1002247,Restaurants
1002248,Large Venue
1002249,Restaurants
1002251,Clubland
1002252,Hotel
1002253,Sports Clubs
1002254,Community Pub
1002257,Casual Dining
1002258,Casual Dining
1002260,Restaurants
1002261,Restaurants
1002262,Restaurants
1002263,Restaurants
1002265,Restaurants
1002266,Restaurants
1002267,Hotel
1002268,Restaurants
1002269,Restaurants
1002270,Restaurants
1002271,Restaurants
1002272,Casual Dining
1002273,Restaurants
1002274,Large Venue
1002275,Restaurants
1002276,Restaurants
1002278,Restaurants
1002279,High Street Pub
1002280,Hotel
1002281,Casual Dining
1002283,Restaurants
1002284,Restaurants
1002285,Sports Clubs
1002286,Restaurants
1002287,Restaurants
1002289,Restaurants
1002290,Restaurants
1002291,Restaurants
1002292,Large Venue
1002293,Restaurants
1002294,Large Venue
1002296,Sports Clubs
1002299,Large Venue
1002300,Restaurants
1002302,Community Pub
1002305,Casual Dining
1002306,Large Venue
1002309,High Street Pub
1002310,Clubland
1002311,Restaurants
1002314,Restaurants
1002315,Restaurants
1002318,Casual Dining
1002321,Restaurants
1002330,Restaurants
1002331,Restaurants
1002333,Restaurants
1002334,Restaurants
1002335,Restaurants
1002337,Restaurants
1002338,Clubland
1002339,Restaurants
1002340,Clubland
1002341,Clubland
1002342,Restaurants
1002343,Clubland
1002344,Restaurants
1002346,Restaurants
1002347,Restaurants
1002348,Restaurants
1002351,Restaurants
1002353,Restaurants
1002354,Clubland
1002356,Restaurants
1002357,Restaurants
1002358,Restaurants
1002359,Restaurants
1002362,High Street Pub
1002364,Casual Dining
1002368,Restaurants
1002370,Restaurants
1002371,Hotel
1002372,Restaurants
1002373,Casual Dining
1002375,Restaurants
1002377,Restaurants
1002378,Casual Dining
1002379,Large Venue
1002380,Casual Dining
1002381,Large Venue
1002382,Restaurants
1002383,Restaurants
1002384,Restaurants
1002385,Large Venue
1002386,Restaurants
1002388,Restaurants
1002389,Restaurants
1002390,Restaurants
1002391,Restaurants
1002392,Restaurants
1002393,Restaurants
1002394,Restaurants
1002395,Restaurants
1002399,Restaurants
1002401,Restaurants
1002402,Restaurants
1002403,High Street Pub
1002405,Restaurants
1002406,Large Venue
1002408,Restaurants
1002410,Large Venue
1002411,Restaurants
1002412,Restaurants
1002413,Restaurants
1002415,Restaurants
1002418,Casual Dining
1002423,Large Venue
1002424,High Street Pub
1002429,Restaurants
1002432,High Street Pub
1002434,Restaurants
1002435,Large Venue
1002436,Circuit Bar
1002438,Restaurants
1002439,Restaurants
1002440,Hotel
1002442,Restaurants
1002443,Clubland
1002444,Large Venue
1002445,GPGF
1002447,Restaurants
1002448,Clubland
1002449,Family Pub Dining
1002450,Large Venue
1002453,Restaurants
1002454,Restaurants
1002455,Hotel
1002457,Casual Dining
1002458,Large Venue
1002463,Restaurants
1002466,Restaurants
1002467,Large Venue
1002468,Restaurants
1002473,Large Venue
1002475,Restaurants
1002476,Restaurants
1002477,High Street Pub
1002478,Restaurants
1002479,Casual Dining
1002480,Casual Dining
1002482,Casual Dining
1002483,Casual Dining
1002486,Casual Dining
1002487,Casual Dining
1002488,Restaurants
1002489,ABOS
1002490,Casual Dining
1002491,ABOS
1002492,Casual Dining
1002494,Restaurants
1002495,Restaurants
1002496,Restaurants
1002497,Restaurants
1002498,Restaurants
1002502,Casual Dining
1002504,Hotel
1002505,GPGF
1002506,Large Venue
1002507,Large Venue
1002508,ABOS
1002509,Restaurants
1002510,Clubland
1002511,Restaurants
1002513,Restaurants
1002515,Casual Dining
1002516,Large Venue
1002522,Large Venue
1002523,ABOS
1002526,Large Venue
1002527,Restaurants
1002528,Sports Clubs
1002529,Restaurants
1002531,Large Venue
1002533,Restaurants
1002534,Large Venue
1002536,High Street Pub
1002537,Restaurants
1002538,Restaurants
1002539,Restaurants
1002540,Restaurants
1002541,Restaurants
1002545,Large Venue
1002548,Night Club
1002550,Restaurants
1002551,High Street Pub
1002552,Restaurants
1002555,Restaurants
1002556,Restaurants
1002557,Restaurants
1002558,Hotel
1002559,Large Venue
1002560,Large Venue
1002561,High Street Pub
1002562,High Street Pub
1002563,Clubland
1002564,Restaurants
1002565,Restaurants
1002566,Restaurants
1002570,Clubland
1002571,Restaurants
1002573,Restaurants
1002574,Restaurants
1002575,Restaurants
1002577,Restaurants
1002580,Restaurants
1002583,Large Venue
1002585,Clubland
1002587,Large Venue
1002589,Restaurants
1002590,Restaurants
1002593,High Street Pub
1002595,Restaurants
1002596,Restaurants
1002599,Restaurants
1002600,Restaurants
1002601,Restaurants
1002602,Restaurants
1002603,High Street Pub
1002604,Restaurants
1002605,High Street Pub
1002606,Family Pub Dining
1002608,Sports Clubs
1002609,Restaurants
1002611,Family Pub Dining
1002613,Restaurants
1002615,ABOS
1002617,Restaurants
1002618,Restaurants
1002619,Restaurants
1002624,Restaurants
1002625,Restaurants
1002627,Hotel
1002629,ABOS
1002630,Restaurants
1002633,Clubland
1002638,Restaurants
1002640,Restaurants
1002641,Clubland
1002644,Restaurants
1002648,Restaurants
1002649,Clubland
1002653,Casual Dining
1002659,Restaurants
1002660,Restaurants
1002663,Restaurants
1002665,Casual Dining
1002666,Casual Dining
1002667,Casual Dining
1002668,Casual Dining
1002670,Casual Dining
1002671,Casual Dining
1002673,Restaurants
1002674,Restaurants
1002675,Casual Dining
1002676,Restaurants
1002677,Restaurants
1002678,Restaurants
1002680,Large Venue
1002681,Large Venue
1002683,Hotel
1002684,Large Venue
1002686,Circuit Bar
1002687,Casual Dining
1002688,ABOS
1002690,Casual Dining
1002691,Casual Dining
1002692,Clubland
1002693,Large Venue
1002694,Clubland
1002697,Restaurants
1002698,Restaurants
1002699,Restaurants
1002700,Restaurants
1002701,Clubland
1002702,Restaurants
1002703,Restaurants
1002704,Restaurants
1002705,Circuit Bar
1002706,Restaurants
1002707,Restaurants
1002708,Restaurants
1002709,Sports Clubs
1002710,Casual Dining
1002711,Restaurants
1002712,Clubland
1002713,Restaurants
1002715,Restaurants
1002716,Large Venue
1002717,Restaurants
1002718,Sports Clubs
1002719,Hotel
1002722,Restaurants
1002724,Restaurants
1002727,Large Venue
1002728,Casual Dining
1002729,Clubland
1002730,Restaurants
1002731,Restaurants
1002732,Restaurants
1002735,Restaurants
1002737,Restaurants
1002740,Restaurants
1002748,Restaurants
1002749,High Street Pub
1002752,Circuit Bar
1002753,Restaurants
1002754,Restaurants
1002755,Restaurants
1002756,Restaurants
1002759,Restaurants
1002760,Clubland
1002762,Restaurants
1002763,Sports Clubs
1002764,ABOS
1002765,High Street Pub
1002766,Restaurants
1002769,Restaurants
1002770,Clubland
1002771,Clubland
1002772,Clubland
1002773,Clubland
1002774,Hotel
1002775,Family Pub Dining
1002776,Hotel
1002778,Hotel
1002779,Hotel
1002782,Clubland
1002783,Clubland
1002788,Casual Dining
1002789,Restaurants
1002791,Restaurants
1002792,Restaurants
1002793,Restaurants
1002794,Restaurants
1002797,High Street Pub
1002798,Family Pub Dining
1002799,Sports Clubs
1002800,Restaurants
1002801,Restaurants
1002802,High Street Pub
1002803,Restaurants
1002806,Hotel
1002807,Sports Clubs
1002808,Restaurants
1002812,Clubland
1002813,Clubland
1002814,ABOS
1002815,Casual Dining
1002817,Casual Dining
1002820,Restaurants
1002822,Restaurants
1002823,Family Pub Dining
1002824,Sports Clubs
1002825,Hotel
1002826,Large Venue
1002830,Large Venue
1002831,Hotel
1002832,Restaurants
1002834,High Street Pub
1002835,Hotel
1002836,Restaurants
1002837,ABOS
1002838,Large Venue
1002840,Restaurants
1002841,Restaurants
1002842,Restaurants
1002844,Casual Dining
1002846,Sports Clubs
1002847,Hotel
1002848,Restaurants
1002849,Restaurants
1002851,Clubland
1002853,Hotel
1002854,Restaurants
1002864,Restaurants
1002865,Restaurants
1002866,Restaurants
1002867,Casual Dining
1002868,Casual Dining
1002869,Restaurants
1002870,Restaurants
1002873,Restaurants
1002874,Restaurants
1002875,High Street Pub
1002876,Restaurants
1002879,Restaurants
1002881,Restaurants
1002883,Restaurants
1002885,Restaurants
1002887,Restaurants
1002888,Casual Dining
1002889,Community Pub
1002891,Hotel
1002894,High Street Pub
1002897,Family Pub Dining
1002898,High Street Pub
1002899,Restaurants
1002901,High Street Pub
1002907,Restaurants
1002908,High Street Pub
1002910,Hotel
1002911,Hotel
1002912,High Street Pub
1002915,High Street Pub
1002916,High Street Pub
1002918,High Street Pub
1002920,GPGF
1002923,Restaurants
1002924,Hotel
1002925,Restaurants
1002926,Restaurants
1002928,Restaurants
1002929,Restaurants
1002930,Large Venue
1002931,ABOS
1002935,Large Venue
1002936,Hotel
1002937,Restaurants
1002938,Restaurants
1002939,Casual Dining
1002941,Restaurants
1002943,Night Club
1002945,Restaurants
1002947,Hotel
1002950,Circuit Bar
1002951,Restaurants
1002953,Casual Dining
1002954,Restaurants
1002955,Casual Dining
1002956,Casual Dining
1002957,Casual Dining
1002958,Hotel
1002959,Casual Dining
1002960,Hotel
1002961,Casual Dining
1002962,Hotel
1002963,Hotel
1002964,Hotel
1002965,Hotel
1002966,Hotel
1002967,Hotel
1002968,Large Venue
1002969,Restaurants
1002970,Restaurants
1002971,Restaurants
1002972,Restaurants
1002974,Casual Dining
1002975,Casual Dining
1002979,Sports Clubs
1002981,Restaurants
1002982,Family Pub Dining
1002983,High Street Pub
1002986,High Street Pub
1002987,High Street Pub
1002988,Large Venue
1002991,Restaurants
1002993,Restaurants
1002994,High Street Pub
1002995,Large Venue
1002996,Restaurants
1002997,Family Pub Dining
1002998,Large Venue
1002999,Restaurants
1003000,Restaurants
1003001,Casual Dining
1003005,Large Venue
1003006,Large Venue
1003007,Restaurants
1003010,Restaurants
1003011,Restaurants
1003020,Circuit Bar
1003021,High Street Pub
1003022,High Street Pub
1003023,Restaurants
1003024,Clubland
1003027,Clubland
1003028,Restaurants
1003030,High Street Pub
1003031,Clubland
1003032,Large Venue
1003033,High Street Pub
1003035,ABOS
1003036,ABOS
1003039,Restaurants
1003040,Restaurants
1003041,Restaurants
1003042,Restaurants
1003043,Restaurants
1003045,Large Venue
1003050,Restaurants
1003051,Sports Clubs
1003052,Restaurants
1003054,Circuit Bar
1003055,Family Pub Dining
1003056,Restaurants
1003057,Clubland
1003058,Large Venue
1003064,Clubland
1003065,Casual Dining
1003069,Restaurants
1003070,Restaurants
1003071,GPGF
1003073,Casual Dining
1003075,Restaurants
1003082,Large Venue
1003084,Restaurants
1003085,Sports Clubs
1003089,Restaurants
1003090,Restaurants
1003092,Clubland
1003093,Clubland
1003097,ABOS
1003098,Restaurants
1003099,Restaurants
1003102,Sports Clubs
1003104,Hotel
1003113,Large Venue
1003114,Casual Dining
1003115,Casual Dining
1003117,Premium Local
1003118,Restaurants
1003119,Restaurants
1003120,Restaurants
1003122,Restaurants
1003125,Restaurants
1003127,Restaurants
1003128,Restaurants
1003135,Restaurants
1003138,Hotel
1003139,Restaurants
1003140,Restaurants
1003142,Restaurants
1003144,Restaurants
1003147,Restaurants
1003148,Restaurants
1003150,Restaurants
1003154,Large Venue
1003157,Large Venue
1003158,Restaurants
1003159,Restaurants
1003160,Sports Clubs
1003161,Night Club
1003162,Casual Dining
1003164,High Street Pub
1003166,Family Pub Dining
1003174,Sports Clubs
1003176,Clubland
1003177,ABOS
1003178,Restaurants
1003179,Large Venue
1003180,Restaurants
1003181,High Street Pub
1003183,Restaurants
1003184,Restaurants
1003187,Restaurants
1003188,Casual Dining
1003193,Sports Clubs
1003194,Hotel
1003195,Hotel
1003196,Community Pub
1003199,Restaurants
1003200,Restaurants
1003201,GPGF
1003202,Large Venue
1003205,Casual Dining
1003206,Large Venue
1003211,Casual Dining
1003212,Restaurants
1003215,Restaurants
1003217,Restaurants
1003220,Restaurants
1003221,Restaurants
1003222,High Street Pub
1003225,Restaurants
1003230,Restaurants
1003233,Restaurants
1003235,Restaurants
1003237,High Street Pub
1003245,Large Venue
1003246,Sports Clubs
1003248,Restaurants
1003250,Large Venue
1003252,Hotel
1003254,Hotel
1003255,Hotel
1003257,Hotel
1003260,Large Venue
1003261,Restaurants
1003264,Hotel
1003267,Restaurants
1003891,ABOS
1003901,Night Club
1003902,ABOS
1003904,High Street Pub
1003905,High Street Pub
1003906,Restaurants
1003909,Restaurants
1003910,Restaurants
1003913,Restaurants
1003916,Large Venue
1003917,High Street Pub
1003919,Restaurants
1003923,Restaurants
1003924,Restaurants
1003929,Restaurants
1003930,Casual Dining
1003932,Restaurants
1003934,Restaurants
1003936,Restaurants
1003943,Restaurants
1003944,Restaurants
1003945,Restaurants
1003949,Restaurants
1003952,Hotel
1003953,Casual Dining
1003954,Restaurants
1003960,Restaurants
1003961,Restaurants
1003963,Restaurants
1003966,Restaurants
1003967,High Street Pub
1003968,Large Venue
1003969,GPGF
1003971,Casual Dining
1003972,Casual Dining
1003973,Casual Dining
1003974,Casual Dining
1003975,Clubland
1003976,Restaurants
1003977,Casual Dining
1003979,Clubland
1003981,Restaurants
1003982,Restaurants
1003984,Restaurants
1003985,Restaurants
1003987,Family Pub Dining
1003988,Premium Local
1003989,ABOS
1003990,Restaurants
1003993,Restaurants
1003994,ABOS
1003996,Restaurants
1003997,Restaurants
1003998,Restaurants
1004000,Restaurants
1004001,Restaurants
1004008,Restaurants
1004010,Restaurants
1004011,Restaurants
1004012,Casual Dining
1004013,Large Venue
1004014,Restaurants
1004015,High Street Pub
1004018,High Street Pub
1004020,High Street Pub
1004021,Large Venue
1004022,Restaurants
1004024,Restaurants
1004025,Restaurants
1004026,Restaurants
1004029,High Street Pub
1004030,Clubland
1004037,Large Venue
1004038,Restaurants
1004041,Restaurants
1004042,Casual Dining
1004047,Clubland
1004052,High Street Pub
1004057,High Street Pub
1004058,Clubland
1004060,Restaurants
1004061,Restaurants
1004065,Night Club
1004067,Sports Clubs
1004070,Hotel
1004071,Casual Dining
1004072,Restaurants
1004074,Restaurants
1004075,Large Venue
1004076,Hotel
1004077,Hotel
1004079,Restaurants
1004080,Circuit Bar
1004081,Circuit Bar
1004085,Restaurants
1004087,ABOS
1004089,Restaurants
1004090,Restaurants
1004092,Restaurants
1004093,Restaurants
1004094,Restaurants
1004095,Restaurants
1004097,Restaurants
1004098,Restaurants
1004099,Family Pub Dining
1004100,Family Pub Dining
1004101,Family Pub Dining
1004102,Restaurants
1004104,Restaurants
1004105,Casual Dining
1004106,Restaurants
1004107,Casual Dining
1004108,Restaurants
1004111,Restaurants
1004113,Large Venue
1004114,Restaurants
1004117,Restaurants
1004121,High Street Pub
1004123,Casual Dining
1004126,Sports Clubs
1004127,Restaurants
1004131,Large Venue
1004132,Restaurants
1004133,Casual Dining
1004134,Restaurants
1004135,Restaurants
1004136,Restaurants
1004138,Restaurants
1004140,Restaurants
1004141,Restaurants
1004142,Restaurants
1004144,Hotel
1004149,Restaurants
1004150,Restaurants
1004151,Restaurants
1004152,Restaurants
1004154,Restaurants
1004157,Restaurants
1004160,Restaurants
1004161,Restaurants
1004162,Restaurants
1004163,Restaurants
1004164,Restaurants
1004165,High Street Pub
1004167,Restaurants
1004168,Restaurants
1004170,High Street Pub
1004172,High Street Pub
1004173,Restaurants
1004174,Casual Dining
1004175,Restaurants
1004178,Restaurants
1004183,Restaurants
1004184,Restaurants
1004185,Restaurants
1004188,Restaurants
1004190,Restaurants
1004191,Restaurants
1004192,Restaurants
1004193,Restaurants
1004195,GPGF
1004196,Night Club
1004198,Casual Dining
1004200,Restaurants
1004201,ABOS
1004203,Restaurants
1004206,Restaurants
1004207,Restaurants
1004208,Restaurants
1004209,Restaurants
1004211,Clubland
1004212,Restaurants
1004214,Restaurants
1004215,Restaurants
1004216,High Street Pub
1004217,Casual Dining
1004218,Hotel
1004220,Hotel
1004221,Sports Clubs
1004222,Hotel
1004223,Sports Clubs
1004225,Restaurants
1004226,High Street Pub
1004228,Large Venue
1004229,High Street Pub
1004231,Restaurants
1004232,Restaurants
1004237,Restaurants
1004238,ABOS
1004239,Large Venue
1004241,High Street Pub
1004242,Restaurants
1004243,GPGF
1004245,Casual Dining
1004248,High Street Pub
1004251,High Street Pub
1004252,Large Venue
1004254,Large Venue
1004255,High Street Pub
1004258,Restaurants
1004259,Premium Local
1004260,Family Pub Dining
1004280,Hotel
1004282,Hotel
1004284,Restaurants
1004285,Casual Dining
1004286,Casual Dining
1004287,Restaurants
1004291,Restaurants
1004292,High Street Pub
1004293,Restaurants
1004294,Clubland
1004296,Restaurants
1004297,Restaurants
1004298,Clubland
1004300,Restaurants
1004302,Restaurants
1004303,Casual Dining
1004306,Restaurants
1004307,Restaurants
1004308,Restaurants
1004309,Restaurants
1004310,Restaurants
1004311,Restaurants
1004312,Casual Dining
1004313,Restaurants
1004315,Restaurants
1004316,Sports Clubs
1004322,Clubland
1004325,Restaurants
1004326,Restaurants
1004327,Restaurants
1004328,Large Venue
1004329,Restaurants
1004330,Large Venue
1004331,Restaurants
1004332,Restaurants
1004334,Restaurants
1004336,Circuit Bar
1004338,High Street Pub
1004340,Circuit Bar
1004341,Restaurants
1004343,High Street Pub
1004348,Restaurants
1004350,Restaurants
1004351,Casual Dining
1004353,Casual Dining
1004356,Casual Dining
1004357,Circuit Bar
1004359,Restaurants
1004362,High Street Pub
1004363,Restaurants
1004364,Restaurants
1004367,Family Pub Dining
1004368,Family Pub Dining
1004370,Circuit Bar
1004373,Restaurants
1004374,Restaurants
1004376,High Street Pub
1004377,Clubland
1004378,Restaurants
1004379,Casual Dining
1004380,Restaurants
1004383,Restaurants
1004384,High Street Pub
1004389,Restaurants
1004390,Restaurants
1004391,Restaurants
1004392,Restaurants
1004394,Restaurants
1004397,High Street Pub
1004398,ABOS
1004399,ABOS
1004400,High Street Pub
1004401,ABOS
1004402,ABOS
1004403,ABOS
1004404,Restaurants
1004405,Restaurants
1004407,ABOS
1004412,High Street Pub
1004413,Large Venue
1004416,Restaurants
1004418,Large Venue
1004419,Restaurants
1004420,High Street Pub
1004421,ABOS
1004422,Restaurants
1004423,ABOS
1004425,Restaurants
1004426,High Street Pub
1004427,High Street Pub
1004430,Restaurants
1004431,Large Venue
1004432,Restaurants
1004436,Restaurants
1004437,Large Venue
1004441,Large Venue
1004442,Hotel
1004443,Hotel
1004444,ABOS
1004445,Large Venue
1004447,Restaurants
1004450,Large Venue
1004451,Restaurants
1004452,Casual Dining
1004454,Restaurants
1004455,Restaurants
1004456,Hotel
1004457,Restaurants
1004458,Restaurants
1004459,Casual Dining
1004460,Restaurants
1004462,Restaurants
1004463,Restaurants
1004466,ABOS
1004467,High Street Pub
1004468,High Street Pub
1004469,High Street Pub
1004472,Restaurants
1004473,Restaurants
1004474,Restaurants
1004475,Clubland
1004476,Casual Dining
1004479,Restaurants
1004480,Restaurants
1004481,High Street Pub
1004482,Casual Dining
1004483,High Street Pub
1004485,High Street Pub
1004486,Casual Dining
1004488,Casual Dining
1004492,Restaurants
1004494,Restaurants
1004495,Casual Dining
1004496,Casual Dining
1004497,Casual Dining
1004499,Casual Dining
1004500,Restaurants
1004501,Large Venue
1004505,High Street Pub
1004506,High Street Pub
1004510,Large Venue
1004511,Restaurants
1004512,Circuit Bar
1004513,Circuit Bar
1004514,Circuit Bar
1004515,High Street Pub
1004517,Family Pub Dining
1004518,Casual Dining
1004519,Restaurants
1004520,Large Venue
1004521,Restaurants
1004522,Restaurants
1004523,Restaurants
1004524,Circuit Bar
1004526,Hotel
1004527,Clubland
1004528,Restaurants
1004529,Casual Dining
1004531,Restaurants
1004532,Casual Dining
1004535,Restaurants
1004538,Restaurants
1004540,Restaurants
1004541,Casual Dining
1004542,Restaurants
1004545,Restaurants
1004547,Restaurants
1004549,Restaurants
1004550,High Street Pub
1004554,Restaurants
1004557,Restaurants
1004558,Restaurants
1004559,Restaurants
1004560,Hotel
1004563,Restaurants
1004564,Restaurants
1004565,Restaurants
1004566,Casual Dining
1004567,Restaurants
1004570,High Street Pub
1004571,Large Venue
1004573,Large Venue
1004574,Restaurants
1004575,Casual Dining
1004576,Large Venue
1004577,Restaurants
1004578,Large Venue
1004579,Restaurants
1004580,Restaurants
1004581,Restaurants
1004582,Restaurants
1004583,Circuit Bar
1004584,Large Venue
1004586,Restaurants
1004588,Casual Dining
1004589,Clubland
1004591,Sports Clubs
1004593,High Street Pub
1004594,High Street Pub
1004595,Clubland
1004596,High Street Pub
1004597,Restaurants
1004598,High Street Pub
1004599,Sports Clubs
